wavenumber,intensity
400.0,0.0
404.0,0.0
408.0,0.0
412.0,3.6199124808964254e-18
416.0,1.8099562404482126e-17
420.0,7.23982496179285e-17
424.0,2.787332610290248e-16
428.0,1.046154706979067e-15
432.0,3.833487317269315e-15
436.0,1.3704988652673867e-14
440.0,4.773940579806206e-14
444.0,1.6208882115709924e-13
448.0,5.364312106315604e-13
452.0,1.7304557225427655e-12
456.0,5.441119409335264e-12
460.0,1.66762417762935e-11
464.0,4.9818430133215306e-11
468.0,1.4506545149336266e-10
472.0,4.117370953577034e-10
476.0,1.1390900630886514e-09
480.0,3.0716956931463242e-09
484.0,8.073844417293994e-09
488.0,2.0685433411896236e-08
492.0,5.1657208627244075e-08
496.0,1.257416936924148e-07
500.0,2.9833879976047777e-07
504.0,6.899573283120959e-07
508.0,1.5553093638720805e-06
512.0,3.417381018580679e-06
516.0,7.319005614059532e-06
520.0,1.5278925699946078e-05
524.0,3.1089634682239456e-05
528.0,6.166240794484622e-05
532.0,0.000119208549216177
536.0,0.00022463446332889668
540.0,0.0004125982972175263
544.0,0.0007386871387073972
548.0,0.0012890676365485323
552.0,0.002192668279572478
556.0,0.0036354001762900034
560.0,0.005875077166629806
564.0,0.0092545858356526
568.0,0.014209619924251262
572.0,0.02126620503628884
576.0,0.031022700003410262
580.0,0.04411144156361337
584.0,0.061137119042663335
588.0,0.08259252620796613
592.0,0.10875734356130581
596.0,0.13959134567708986
600.0,0.17463868713961378
604.0,0.21296316035893467
608.0,0.25313405110907244
612.0,0.29327748091101963
616.0,0.33119893094719705
620.0,0.364570225225243
624.0,0.3911609822999789
628.0,0.40908346032075954
632.0,0.41701374992209117
636.0,0.41435338417369366
640.0,0.4013039798790128
644.0,0.37884198601009444
648.0,0.34859792988114197
652.0,0.3126608931271639
656.0,0.2733407525478341
660.0,0.2329256245550067
664.0,0.19346936793444083
668.0,0.15663514672711892
672.0,0.12360848539054796
676.0,0.09508005250451851
680.0,0.07128737155888033
684.0,0.05209761627800521
688.0,0.03711121427134446
692.0,0.025767633715803682
696.0,0.01743917659609651
700.0,0.011504281009979042
704.0,0.007397331415861249
708.0,0.0046363139347503565
712.0,0.0028323899079537615
716.0,0.001686618041870998
720.0,0.0009789667872636715
724.0,0.0005538881162936995
728.0,0.0003055190215536643
732.0,0.00016437913851355683
736.0,8.64461576893771e-05
740.0,4.479519915282424e-05
744.0,2.3575562371785723e-05
748.0,1.3911473619513331e-05
752.0,1.1280858287075157e-05
756.0,1.3982406627621517e-05
760.0,2.2397282319291337e-05
764.0,3.88566221768797e-05
768.0,6.802295386819486e-05
772.0,0.00011777576238525977
776.0,0.00020065610904803865
780.0,0.000335970461201985
784.0,0.0005526757436584553
788.0,0.0008931589247351119
792.0,0.0014179750872382463
796.0,0.002211506438740213
800.0,0.0033883413039309403
804.0,0.005099943086527476
808.0,0.007540892071353307
812.0,0.010953661886541923
816.0,0.015630581917642942
820.0,0.02191140225589894
824.0,0.030174800401812828
828.0,0.04082233566936054
832.0,0.05425384247466334
836.0,0.07083409733931018
840.0,0.09085177882876327
844.0,0.11447317151249577
848.0,0.14169456906071268
852.0,0.17229866139959096
856.0,0.20582106035930134
860.0,0.24153325181070165
864.0,0.27844745621997974
868.0,0.3153470627897184
872.0,0.3508435808743531
876.0,0.38345772286925495
880.0,0.41171875617374765
884.0,0.43427319556951566
888.0,0.44999180635283553
892.0,0.45806319377534366
896.0,0.45806319377534366
900.0,0.44999180635283553
904.0,0.43427319556951566
908.0,0.41171875617374765
912.0,0.38345772286925495
916.0,0.3508435808743531
920.0,0.3153470627897184
924.0,0.27844745621997974
928.0,0.24153325181070165
932.0,0.20582106035930128
936.0,0.17229866139959096
940.0,0.1416945690607126
944.0,0.11447317151249563
948.0,0.09085177882876275
952.0,0.07083409733930816
956.0,0.05425384247465607
960.0,0.040822335669334874
964.0,0.030174800401724575
968.0,0.02191140225560313
972.0,0.01563058191667639
976.0,0.0109536618834636
980.0,0.007540892061797158
984.0,0.005099943057611768
988.0,0.0033883412186470983
992.0,0.002211506193562078
996.0,0.0014179744002033859
1000.0,0.0008931570481949288
1004.0,0.0005526707476976204
1008.0,0.00033595749650881573
1012.0,0.0002006233155668103
1016.0,0.00011769490962283891
1020.0,6.782864873933049e-05
1024.0,3.8401470939916445e-05
1028.0,2.1358058118851214e-05
1032.0,1.1669570635660773e-05
1036.0,6.2636459221559455e-06
1040.0,3.3027730416405592e-06
1044.0,1.7108403002592885e-06
1048.0,8.706015216206847e-07
1052.0,4.3521973590747213e-07
1056.0,2.1373564175045618e-07
1060.0,1.0311563656241528e-07
1064.0,4.887100994005882e-08
1068.0,2.275397675380984e-08
1072.0,1.0407406438815876e-08
1076.0,4.676349154707019e-09
1080.0,2.0641942016833454e-09
1084.0,8.951037700175793e-10
1088.0,3.813075716763284e-10
1092.0,1.5957199736668142e-10
1096.0,6.560200873154471e-11
1100.0,2.6494570217266166e-11
1104.0,1.0511773355463108e-11
1108.0,4.097092964040673e-12
1112.0,1.5687831913209693e-12
1116.0,5.901941507978341e-13
1120.0,2.1835312084767238e-13
1124.0,7.996748661548293e-14
1128.0,3.0316767027507566e-14
1132.0,1.5196392594803193e-14
1136.0,1.6684176624451624e-14
1140.0,3.396201889577027e-14
1144.0,8.039463628822872e-14
1148.0,1.927096608330021e-13
1152.0,4.575714172352318e-13
1156.0,1.0728769009130444e-12
1160.0,2.483122405220674e-12
1164.0,5.672547654063935e-12
1168.0,1.2790461203325156e-11
1172.0,2.846569220118885e-11
1176.0,6.252949217618448e-11
1180.0,1.355737658551037e-10
1184.0,2.901309029867253e-10
1188.0,6.128298400117775e-10
1192.0,1.2776544196398475e-09
1196.0,2.629144650261512e-09
1200.0,5.340023184972073e-09
1204.0,1.0705313409739578e-08
1208.0,2.118279251073942e-08
1212.0,4.137086682379247e-08
1216.0,7.975053609488441e-08
1220.0,1.517400364244386e-07
1224.0,2.8496684825062073e-07
1228.0,5.282215028590327e-07
1232.0,9.664188587044131e-07
1236.0,1.7451883216663449e-06
1240.0,3.110618727744161e-06
1244.0,5.472412785463205e-06
1248.0,9.502513552739733e-06
1252.0,1.6286423690168168e-05
1256.0,2.755120143840426e-05
1260.0,4.6002659279953795e-05
1264.0,7.58146118080075e-05
1268.0,0.00012332481588969244
1272.0,0.00019800475429291702
1276.0,0.00031378222842550765
1280.0,0.0004908046288502264
1284.0,0.0007577335891125689
1288.0,0.0011546543892708265
1292.0,0.001736661052615778
1296.0,0.0025781352730970646
1300.0,0.0037776691466800964
1304.0,0.0054634845568053625
1308.0,0.007799075107938999
1312.0,0.010988643095734902
1316.0,0.015281733281894392
1320.0,0.020976293222203724
1324.0,0.028419239848502524
1328.0,0.0380035136584319
1332.0,0.05016058909407934
1336.0,0.06534751651217055
1340.0,0.0840278261688542
1344.0,0.10664604441673911
1348.0,0.13359615453801746
1352.0,0.16518505241593223
1356.0,0.20159284585129278
1360.0,0.242832643865214
1364.0,0.28871317527504775
1368.0,0.3388080497838325
1372.0,0.39243561976739544
1376.0,0.44865312933332496
1380.0,0.5062681022181449
1384.0,0.5638687306254355
